brand,year,engine,mileage,fuel,price
Hyundai,2010,3.0,251514,Petrol,21374
Toyota,2007,2.5,142180,Diesel,24788
BMW,2013,4.4,259904,Diesel,41430
Toyota,2014,3.0,77603,Diesel,38081
Toyota,2018,2.5,33872,Petrol,38401
Toyota,2015,1.6,272872,Diesel,19876
Kia,2022,3.0,282727,Petrol,32095
Mercedes,2016,2.5,85774,Diesel,41646
Toyota,2016,1.6,198522,Petrol,23730
Mercedes,2017,4.4,220357,Petrol,43638
Hyundai,2017,4.4,65942,Diesel,44899
BMW,2023,4.4,13689,Diesel,61006
Hyundai,2023,4.4,33276,Diesel,57188
Hyundai,2018,2.0,101968,Diesel,30805
Kia,2008,3.0,275194,Diesel,17111
BMW,2017,3.0,66216,Petrol,46457
Hyundai,2012,2.0,215516,Diesel,20474
Hyundai,2023,2.5,21644,Diesel,43516
BMW,2016,2.5,62021,Petrol,42468
BMW,2022,4.4,168197,Diesel,49749
Hyundai,2010,1.6,42291,Diesel,27528
BMW,2022,2.5,25675,Petrol,48307
Hyundai,2023,1.6,149359,Diesel,34461
Hyundai,2009,3.0,262318,Diesel,21776
Kia,2013,1.6,92268,Diesel,24630
Toyota,2007,3.0,297142,Petrol,19245
Hyundai,2014,2.0,184384,Diesel,23680
Mercedes,2023,2.0,105410,Petrol,44547
Toyota,2007,4.4,129887,Diesel,36981
Toyota,2019,2.5,296063,Petrol,29454
Toyota,2005,4.4,201554,Diesel,28388
Kia,2011,3.0,286762,Petrol,20088
Hyundai,2016,4.4,34675,Petrol,43547
Kia,2021,1.6,281063,Petrol,27454
Hyundai,2009,3.0,266317,Petrol,20244
Kia,2008,2.0,288544,Petrol,11240
Kia,2016,2.5,181517,Petrol,27549
Mercedes,2022,3.0,70305,Diesel,52298
Kia,2021,3.0,168636,Diesel,37941
BMW,2023,1.6,88791,Petrol,41080
Mercedes,2013,2.5,159034,Petrol,32759
Kia,2008,2.0,70533,Petrol,21669
Toyota,2006,3.0,187256,Petrol,19357
BMW,2008,3.0,141650,Diesel,34354
BMW,2006,1.6,131060,Petrol,20843
BMW,2019,4.4,149696,Diesel,48395
Mercedes,2006,2.0,242188,Diesel,21861
Kia,2008,2.5,237501,Petrol,15864
Kia,2010,3.0,297675,Petrol,18115
Toyota,2011,3.0,183887,Diesel,27669
Toyota,2014,2.0,4986,Diesel,34965
BMW,2023,4.4,294442,Petrol,46662
Toyota,2023,3.0,263625,Petrol,36081
Mercedes,2016,2.0,200339,Petrol,33162
Kia,2007,1.6,121950,Diesel,18470
BMW,2017,4.4,125355,Diesel,50070
Toyota,2022,2.5,27798,Petrol,43570
Mercedes,2012,3.0,91649,Diesel,39105
Mercedes,2019,2.0,19477,Diesel,48974
Toyota,2005,1.6,217400,Petrol,14793
Kia,2007,2.5,217060,Petrol,17735
Toyota,2012,2.0,286479,Diesel,18824
BMW,2008,2.0,273586,Diesel,22398
Toyota,2020,2.5,299471,Petrol,29483
Mercedes,2014,1.6,106464,Petrol,30230
Toyota,2016,1.6,131184,Petrol,30829
Kia,2018,4.4,87051,Petrol,39668
Hyundai,2018,3.0,150653,Petrol,34876
Toyota,2006,2.5,245300,Diesel,21141
Kia,2009,2.5,59722,Diesel,27787
Kia,2009,2.5,92036,Diesel,26097
Mercedes,2010,1.6,228634,Diesel,25903
Kia,2017,3.0,147595,Petrol,35824
Kia,2013,4.4,248709,Petrol,29502
Kia,2019,2.0,281696,Petrol,20853
Kia,2018,2.0,141880,Diesel,29558
BMW,2011,2.5,235419,Diesel,25624
BMW,2006,3.0,154692,Diesel,32060
Mercedes,2011,1.6,263031,Petrol,20820
Toyota,2010,3.0,293946,Diesel,21886
Kia,2021,3.0,85024,Petrol,41068
Toyota,2006,1.6,245809,Petrol,10955
Toyota,2007,2.5,118639,Petrol,25086
Mercedes,2009,3.0,81938,Petrol,33826
Kia,2009,2.0,217813,Petrol,17526
Kia,2005,1.6,252100,Petrol,8578
Hyundai,2012,4.4,288193,Diesel,29413
Toyota,2016,2.5,84526,Petrol,34535
Toyota,2008,1.6,46220,Petrol,21115
BMW,2017,4.4,75277,Diesel,52452
Hyundai,2019,4.4,122332,Petrol,42600
BMW,2015,3.0,234231,Diesel,32769
BMW,2014,3.0,22931,Diesel,43511
BMW,2007,3.0,89116,Diesel,34285
Mercedes,2018,1.6,251671,Petrol,28201
Mercedes,2020,1.6,51913,Petrol,36580
BMW,2014,2.5,250216,Diesel,33141
Hyundai,2014,3.0,94776,Petrol,31977
Toyota,2016,4.4,25991,Petrol,42152
Hyundai,2013,2.0,185917,Diesel,27974
Kia,2005,2.5,104092,Diesel,24278
Mercedes,2009,1.6,229577,Petrol,20823
Toyota,2012,2.5,186384,Diesel,25495
Toyota,2015,2.5,237113,Diesel,28450
Kia,2016,2.5,95556,Diesel,33626
Kia,2005,2.5,156989,Petrol,18234
BMW,2015,2.0,128467,Petrol,31897
Mercedes,2009,3.0,218800,Petrol,31255
Mercedes,2019,4.4,126155,Diesel,51745
Hyundai,2009,2.5,290374,Petrol,16342
BMW,2016,2.5,59778,Diesel,40917
BMW,2009,2.5,45833,Petrol,39504
BMW,2021,3.0,284769,Petrol,38152
BMW,2021,1.6,32088,Diesel,50164
Mercedes,2016,1.6,210722,Petrol,31119
Mercedes,2019,2.0,196375,Diesel,36058
BMW,2019,1.6,76361,Petrol,39840
Hyundai,2010,2.5,135189,Petrol,25541
Toyota,2016,2.5,90265,Diesel,36733
Toyota,2022,2.5,97718,Diesel,42874
Hyundai,2018,2.0,94876,Diesel,34779
BMW,2006,2.5,30949,Petrol,29965
Mercedes,2013,1.6,212954,Petrol,24222
Toyota,2009,3.0,111541,Petrol,26834
Kia,2005,3.0,195691,Diesel,19970
Kia,2007,4.4,61842,Diesel,34961
Hyundai,2010,1.6,232930,Diesel,14402
BMW,2009,2.5,289134,Petrol,23593
Toyota,2009,3.0,147265,Petrol,27202
BMW,2005,1.6,292253,Diesel,15725
Toyota,2021,3.0,130356,Petrol,38966
Hyundai,2023,2.5,244629,Diesel,32512
Hyundai,2018,3.0,212802,Petrol,28677
Kia,2016,4.4,165582,Petrol,39088
BMW,2014,4.4,263450,Diesel,38420
Kia,2022,3.0,3849,Petrol,44726
BMW,2015,1.6,12360,Petrol,40706
Kia,2006,1.6,253279,Diesel,10171
Mercedes,2022,1.6,94767,Diesel,45183
Mercedes,2011,3.0,261445,Petrol,30065
Mercedes,2019,1.6,176872,Diesel,36779
Mercedes,2015,2.5,54330,Petrol,41644
Toyota,2022,4.4,51707,Diesel,53224
Mercedes,2016,2.5,280833,Petrol,30527
Hyundai,2010,1.6,29084,Petrol,23449
Hyundai,2017,2.5,40387,Diesel,37563
Toyota,2020,1.6,2642,Petrol,36697
Mercedes,2022,3.0,186633,Petrol,45679
Mercedes,2014,2.5,146510,Diesel,33775
Mercedes,2012,3.0,254511,Diesel,33236
Kia,2022,3.0,263957,Petrol,31975
BMW,2005,2.0,84381,Diesel,28272
Kia,2012,1.6,249880,Diesel,19054
BMW,2010,4.4,193984,Petrol,36728
Mercedes,2009,1.6,60272,Petrol,30497
Mercedes,2019,4.4,173123,Diesel,46910
Kia,2019,1.6,213808,Diesel,24978
Kia,2006,3.0,253091,Diesel,19556
BMW,2005,2.5,264064,Petrol,16618
Hyundai,2015,2.5,106121,Petrol,30513
BMW,2014,2.0,76872,Petrol,33801
Kia,2022,4.4,264237,Petrol,38066
Kia,2022,4.4,275049,Petrol,36512
Toyota,2021,4.4,121759,Petrol,44417
Kia,2012,3.0,293125,Petrol,20615
Toyota,2019,4.4,82289,Diesel,48786
Hyundai,2012,2.5,116506,Diesel,29899
BMW,2021,3.0,78513,Petrol,48663
BMW,2016,1.6,182003,Petrol,32350
Toyota,2012,4.4,259480,Petrol,31292
BMW,2018,4.4,262043,Diesel,46435
Kia,2008,1.6,191758,Petrol,11960
Mercedes,2005,4.4,133498,Diesel,40143
Toyota,2005,1.6,254024,Diesel,13217
BMW,2023,3.0,130970,Diesel,48917
Toyota,2020,2.5,90009,Diesel,40889
Toyota,2018,1.6,199570,Diesel,26100
Mercedes,2020,2.0,197467,Petrol,33733
Kia,2009,1.6,44816,Petrol,25678
Toyota,2013,4.4,4138,Diesel,46455
BMW,2006,3.0,91176,Petrol,31075
Hyundai,2022,3.0,266161,Diesel,31487
Toyota,2010,1.6,272595,Diesel,13406
Toyota,2013,2.5,194028,Petrol,25621
Mercedes,2005,2.0,272422,Petrol,16695
Kia,2013,3.0,221552,Petrol,24425
Hyundai,2020,4.4,43764,Petrol,47986
BMW,2017,4.4,123030,Petrol,52827
Hyundai,2013,2.5,95667,Diesel,30039
BMW,2017,3.0,60128,Petrol,47153
Kia,2013,1.6,219128,Petrol,20827
BMW,2015,4.4,284013,Petrol,39306
Mercedes,2008,2.5,233540,Diesel,26352
Mercedes,2006,3.0,5039,Petrol,34025
Mercedes,2010,3.0,152353,Diesel,36338
Mercedes,2018,3.0,112935,Petrol,45390
Hyundai,2008,3.0,10442,Petrol,33973
Kia,2010,3.0,289730,Diesel,18113
BMW,2023,4.4,53053,Petrol,56860
BMW,2010,2.5,181561,Petrol,26534
Mercedes,2006,3.0,214176,Diesel,27024
Mercedes,2022,2.0,86346,Petrol,45011
Toyota,2017,2.0,34397,Diesel,35921
Kia,2013,2.5,116214,Diesel,27540
Hyundai,2023,1.6,157221,Diesel,34732
BMW,2017,1.6,277068,Diesel,29048
Toyota,2015,1.6,113143,Diesel,30042
Toyota,2005,2.0,263013,Petrol,10543
BMW,2011,1.6,263158,Petrol,23428
Hyundai,2019,4.4,10103,Petrol,48523
Toyota,2005,3.0,82409,Diesel,32639
Toyota,2016,2.0,23248,Diesel,37159
Kia,2011,2.5,174588,Diesel,19603
Hyundai,2019,2.5,155242,Diesel,28982
Toyota,2023,3.0,8024,Petrol,48846
Hyundai,2005,2.0,234864,Petrol,13857
BMW,2021,1.6,174875,Diesel,35688
Mercedes,2021,1.6,143927,Diesel,44005
Toyota,2007,4.4,85178,Petrol,38067
Kia,2016,4.4,282169,Diesel,33812
BMW,2010,1.6,63610,Diesel,32898
Hyundai,2015,2.5,70843,Diesel,35746
BMW,2007,2.5,107237,Petrol,32918
Toyota,2012,4.4,180903,Petrol,36319
Hyundai,2018,3.0,174499,Diesel,34650
Mercedes,2018,1.6,130299,Petrol,36829
BMW,2014,4.4,5668,Diesel,53791
Toyota,2006,4.4,222542,Diesel,30721
Kia,2018,1.6,178267,Petrol,21446
Hyundai,2013,1.6,155489,Diesel,23857
BMW,2007,2.5,106133,Diesel,32114
BMW,2012,3.0,272895,Petrol,28209
Mercedes,2020,3.0,269496,Diesel,41093
Mercedes,2006,1.6,210124,Diesel,25336
Kia,2010,2.0,88835,Diesel,25334
Kia,2016,4.4,97493,Petrol,42008
Toyota,2009,4.4,291071,Diesel,31658
Toyota,2006,1.6,172166,Petrol,15714
Kia,2020,2.0,101948,Diesel,32625
Kia,2009,2.5,185194,Diesel,22971
Hyundai,2019,1.6,29493,Diesel,31122
Mercedes,2016,1.6,293851,Diesel,22710
Toyota,2008,4.4,199886,Petrol,30671
Mercedes,2019,1.6,138368,Petrol,31391
Mercedes,2015,1.6,156470,Diesel,30546
Kia,2020,1.6,297986,Diesel,21840
Hyundai,2010,4.4,13261,Diesel,39894
BMW,2018,2.5,76709,Diesel,43368
Hyundai,2022,2.5,95985,Diesel,41926
Hyundai,2016,1.6,293925,Diesel,19780
Mercedes,2015,4.4,275796,Diesel,39531
Hyundai,2017,2.5,267247,Diesel,28846
Toyota,2015,2.5,287644,Petrol,20260
Mercedes,2020,2.5,246404,Petrol,36623
Toyota,2019,4.4,100336,Petrol,42903
BMW,2019,4.4,113499,Diesel,52829
Mercedes,2008,1.6,149524,Diesel,25886
BMW,2015,3.0,166508,Diesel,40839
Mercedes,2023,2.5,147026,Petrol,45590
Kia,2019,3.0,250819,Diesel,29784
Hyundai,2008,4.4,12356,Petrol,35824
Kia,2017,4.4,128128,Diesel,41463
BMW,2023,4.4,2187,Petrol,63641
Hyundai,2006,3.0,297242,Petrol,17376
Mercedes,2018,4.4,152297,Petrol,46448
Hyundai,2008,1.6,134678,Diesel,20866
Toyota,2020,4.4,126270,Petrol,42223
Hyundai,2018,2.0,276531,Diesel,23278
Toyota,2019,3.0,242998,Diesel,31994
Hyundai,2007,2.0,241503,Diesel,17063
Toyota,2012,4.4,62061,Diesel,40315
BMW,2020,1.6,235497,Diesel,34083
Kia,2014,2.5,81257,Petrol,29938
Mercedes,2008,4.4,61753,Diesel,44561
Hyundai,2022,1.6,23408,Diesel,42172
Kia,2006,3.0,124116,Diesel,27813
Mercedes,2021,2.0,131208,Diesel,42150
Mercedes,2017,2.0,17413,Diesel,43437
Toyota,2008,2.0,113650,Petrol,19303
BMW,2015,3.0,59500,Petrol,42016
BMW,2011,1.6,56358,Diesel,37088
Kia,2016,3.0,66197,Petrol,34932
BMW,2014,2.0,223861,Petrol,29264
Hyundai,2011,4.4,223492,Diesel,29030
BMW,2017,2.5,261545,Petrol,30553
Kia,2011,3.0,76240,Diesel,32612
BMW,2021,3.0,235595,Petrol,39431
Hyundai,2014,1.6,221135,Petrol,20592
Toyota,2014,1.6,278466,Petrol,16871
Kia,2008,3.0,6968,Diesel,28651
Toyota,2008,2.0,289662,Petrol,15761
Toyota,2011,2.5,190920,Petrol,22081
Toyota,2005,1.6,263844,Diesel,12821
Mercedes,2016,2.0,232076,Diesel,33297
Mercedes,2017,4.4,23199,Petrol,50512
Toyota,2014,1.6,163187,Diesel,27938
Kia,2019,2.0,185388,Petrol,26097
Hyundai,2017,2.0,5520,Petrol,34834
Hyundai,2013,2.5,109814,Diesel,29292
BMW,2013,2.5,167527,Diesel,37368
Kia,2019,4.4,246356,Diesel,40869
Mercedes,2014,2.0,123364,Petrol,30207
Toyota,2014,2.0,14955,Diesel,39769
BMW,2012,2.5,175121,Petrol,29387
Hyundai,2020,1.6,144989,Diesel,34955
Mercedes,2021,1.6,250144,Petrol,31980
Mercedes,2009,3.0,64925,Diesel,38071
Toyota,2008,2.5,70269,Petrol,26491
Hyundai,2022,3.0,152185,Diesel,38589
Kia,2023,2.5,99977,Petrol,43049
Mercedes,2008,4.4,29345,Diesel,46380
Toyota,2011,2.0,255688,Diesel,19611
Kia,2014,4.4,261798,Petrol,30564
Hyundai,2022,2.5,178933,Diesel,33618
Mercedes,2023,2.0,97406,Petrol,47323
Kia,2008,1.6,3453,Petrol,20385
Kia,2014,1.6,102811,Diesel,25131
Kia,2005,3.0,54935,Petrol,26626
Mercedes,2022,2.5,174442,Diesel,43862
Mercedes,2009,2.5,270472,Diesel,27074
BMW,2019,1.6,15534,Petrol,44289
Hyundai,2021,4.4,36320,Diesel,53191
Toyota,2007,2.0,49170,Petrol,24816
Kia,2016,4.4,100546,Petrol,44651
BMW,2006,4.4,80201,Diesel,39733
Toyota,2005,1.6,234473,Diesel,13075
BMW,2021,1.6,270784,Petrol,30399
Mercedes,2020,1.6,231324,Petrol,32228
Kia,2009,3.0,161121,Diesel,23305
Toyota,2019,4.4,233612,Diesel,38152
Toyota,2007,2.5,187125,Diesel,22978
Toyota,2011,2.0,200796,Diesel,21693
Toyota,2015,3.0,143279,Petrol,36651
Toyota,2014,2.5,196846,Diesel,28512
BMW,2013,4.4,164044,Petrol,41294
Kia,2018,1.6,202160,Petrol,25580
Mercedes,2017,4.4,70463,Diesel,54281
Mercedes,2006,2.0,93500,Petrol,26973
Mercedes,2007,3.0,207772,Diesel,28329
Mercedes,2011,3.0,37158,Petrol,47457
BMW,2022,2.0,84607,Diesel,45493
Hyundai,2007,2.5,245017,Petrol,17418
Kia,2014,2.5,120076,Petrol,25950
Toyota,2011,3.0,58692,Diesel,33909
Hyundai,2013,3.0,130841,Diesel,35682
Mercedes,2021,1.6,192816,Petrol,38153
Hyundai,2015,2.5,277954,Petrol,22517
Kia,2011,2.0,161081,Diesel,21682
Toyota,2018,2.5,111718,Petrol,34446
Toyota,2023,1.6,192,Diesel,41638
Kia,2008,3.0,247536,Petrol,15809
Kia,2010,3.0,36413,Diesel,34527
Mercedes,2014,1.6,143888,Petrol,31883
Toyota,2011,2.0,39082,Diesel,32518
Hyundai,2017,3.0,123130,Diesel,35169
BMW,2018,4.4,50940,Petrol,52964
BMW,2008,3.0,163202,Diesel,30975
Kia,2012,4.4,40142,Petrol,38038
Mercedes,2009,1.6,36468,Diesel,36510
BMW,2005,1.6,141727,Diesel,23156
Toyota,2008,3.0,178969,Diesel,27066
Kia,2007,2.5,236187,Petrol,16862
Hyundai,2013,4.4,42056,Diesel,43165
Kia,2012,2.0,51831,Petrol,27389
Hyundai,2005,3.0,249664,Diesel,15343
Kia,2010,2.0,108117,Petrol,20301
Kia,2013,3.0,276815,Petrol,19763
Kia,2011,2.5,289192,Petrol,17751
Hyundai,2008,2.5,288107,Diesel,16236
Hyundai,2017,2.5,43954,Petrol,33510
Kia,2021,2.5,233192,Diesel,32500
BMW,2006,1.6,717,Petrol,30051
Mercedes,2009,1.6,273820,Petrol,17919
Mercedes,2016,4.4,180882,Petrol,44900
Mercedes,2012,2.0,118696,Petrol,33159
Hyundai,2010,3.0,4994,Diesel,33033
Hyundai,2012,3.0,266378,Petrol,22813
BMW,2022,1.6,69300,Petrol,42137
Mercedes,2007,3.0,37405,Diesel,36131
Mercedes,2016,1.6,297016,Petrol,25588
Kia,2007,4.4,23185,Petrol,36072
Hyundai,2010,2.0,174514,Petrol,18022
Mercedes,2006,4.4,133653,Petrol,36222
BMW,2016,2.5,51717,Diesel,40897
BMW,2006,2.5,2763,Diesel,34463
Mercedes,2010,2.5,55480,Petrol,35701
Hyundai,2021,4.4,169831,Diesel,43419
BMW,2007,3.0,207139,Diesel,25673
Kia,2006,2.0,118094,Petrol,16218
BMW,2012,2.5,156379,Diesel,32846
Toyota,2016,2.5,227443,Petrol,28761
Toyota,2008,2.5,11064,Diesel,33136
Hyundai,2009,2.0,76848,Diesel,26830
Mercedes,2017,2.5,37548,Diesel,44144
